date,open,high,low,close,volume
2008-10-23,90.29000091552734,92.44999694824219,85.80999755859375,91.69000244140625,634666400
2008-10-24,84.05999755859375,89.91999816894531,84.0,87.04000091552734,545812600
2008-10-27,85.97000122070312,89.51000213623047,83.69999694824219,83.94999694824219,397288600
2008-10-28,87.33999633789062,94.23999786376953,84.52999877929688,93.76000213623047,639939500
2008-10-29,93.7699966430664,97.16999816894531,92.0999984741211,93.08000183105469,531270100
2008-10-30,95.77999877929688,96.54000091552734,92.9000015258789,96.30000305175781,414582100
2008-10-31,95.08000183105469,98.56999969482422,94.4800033569336,96.83000183105469,411394000
2008-11-03,96.77999877929688,97.69000244140625,95.94999694824219,97.11000061035156,205419400
2008-11-04,99.05999755859375,100.86000061035156,96.70999908447266,100.41000366210938,346793400
2008-11-05,99.19999694824219,100.70999908447266,95.0,96.19000244140625,387844100
2008-11-06,94.45999908447266,95.44000244140625,90.05999755859375,90.86000061035156,477721900
2008-11-07,91.6500015258789,94.0,90.5,93.86000061035156,380391000
2008-11-10,95.20999908447266,95.52999877929688,90.91999816894531,92.62999725341797,301773000
2008-11-11,90.76000213623047,92.13999938964844,88.6500015258789,89.7699966430664,418498200
2008-11-12,88.2300033569336,88.94999694824219,85.12000274658203,85.81999969482422,454330600
2008-11-13,86.12999725341797,91.7300033569336,82.08999633789062,91.16999816894531,753141900
2008-11-14,89.41000366210938,92.05999755859375,86.5199966430664,86.62000274658203,540352300
2008-11-17,86.37999725341797,88.55999755859375,85.16000366210938,85.47000122070312,415254900
2008-11-18,85.1500015258789,87.22000122070312,82.91000366210938,87.08000183105469,523811800
2008-11-19,85.91000366210938,86.87000274658203,80.91999816894531,81.5,558327600
2008-11-20,80.12999725341797,82.51000213623047,75.05000305175781,75.44999694824219,814180400
2008-11-21,77.45999908447266,80.9000015258789,74.33999633789062,79.5199966430664,718536500
2008-11-24,81.91999816894531,86.98999786376953,80.36000061035156,85.02999877929688,523305300
2008-11-25,87.30000305175781,87.51000213623047,83.81999969482422,85.66000366210938,454112400
2008-11-26,84.30000305175781,89.19000244140625,84.23999786376953,88.97000122070312,370134200
2008-11-28,88.62999725341797,90.12999725341797,88.4800033569336,90.08999633789062,118308100
2008-12-01,87.51000213623047,87.55000305175781,81.86000061035156,82.11000061035156,369927100
2008-12-02,83.47000122070312,85.48999786376953,82.04000091552734,85.2699966430664,469508400
2008-12-03,83.4000015258789,87.83000183105469,83.13999938964844,87.31999969482422,519863500
2008-12-04,86.05999755859375,88.05000305175781,83.73999786376953,85.30000305175781,444173800
2008-12-05,83.6500015258789,88.41999816894531,82.23999786376953,87.93000030517578,471905300
2008-12-08,90.33999633789062,92.37999725341797,88.08000183105469,91.0,412859300
2008-12-09,90.37000274658203,92.12999725341797,88.9800033569336,89.5,370790000
2008-12-10,90.31999969482422,91.36000061035156,89.0,90.11000061035156,396187400
2008-12-11,89.54000091552734,91.0,87.37000274658203,87.94000244140625,365061000
2008-12-12,85.55000305175781,89.06999969482422,85.19999694824219,88.98999786376953,415060400
2008-12-15,89.0199966430664,89.1500015258789,86.29000091552734,87.75,256694200
2008-12-16,91.87999725341797,92.0199966430664,88.18000030517578,91.87999725341797,377699500
2008-12-17,90.83999633789062,92.43000030517578,90.05999755859375,90.98999786376953,281819800
2008-12-18,91.4000015258789,91.66999816894531,88.20999908447266,89.29000091552734,374673300
2008-12-19,89.0999984741211,90.62000274658203,88.08999633789062,88.19000244140625,301451300
2008-12-22,88.58000183105469,88.66999816894531,85.48999786376953,87.05999755859375,243759500
2008-12-23,87.52999877929688,87.93000030517578,85.80000305175781,86.16000366210938,221625200
2008-12-24,86.44999694824219,86.87000274658203,86.0,86.66000366210938,62061600
2008-12-26,87.23999786376953,87.30000305175781,86.5,87.16000366210938,74767700
2008-12-29,87.23999786376953,87.33000183105469,85.5999984741211,86.91000366210938,127795900
2008-12-30,87.51000213623047,89.05000305175781,86.87999725341797,88.97000122070312,168256300
2008-12-31,89.08000183105469,90.97000122070312,88.87000274658203,90.23999786376953,193987200
